State,Date,Retail and Recreation,Grocery and Pharmacy,Parks,Transit,Workplaces,Residential,Confirmed,Recovered,Deceased
Haryana,2020-06-23,-51,1,-76,-44,-36,13,495,582,9
Himachal Pradesh,2020-03-21,-26,-14,-13,-8,2,2,0,0,0
Himachal Pradesh,2020-03-22,-69,-71,-40,-56,-36,17,0,0,0
Himachal Pradesh,2020-03-23,-48,-37,-16,-35,-36,10,1,0,1
Himachal Pradesh,2020-03-24,-63,-62,-23,-51,-55,16,0,0,0
Himachal Pradesh,2020-03-25,-68,-69,-30,-56,-62,21,0,0,0
Himachal Pradesh,2020-03-26,-65,-64,-28,-53,-61,20,0,0,0
Himachal Pradesh,2020-03-27,-69,-67,-36,-58,-60,22,0,1,0
Himachal Pradesh,2020-03-28,-67,-65,-33,-54,-53,19,0,1,0
Himachal Pradesh,2020-03-29,-64,-63,-34,-50,-29,15,0,0,0
Himachal Pradesh,2020-03-30,-65,-61,-27,-53,-55,20,0,0,0
Himachal Pradesh,2020-03-31,-63,-61,-23,-51,-55,17,0,0,0
Himachal Pradesh,2020-04-01,-65,-64,-27,-53,-56,18,0,0,0
Himachal Pradesh,2020-04-02,-66,-65,-29,-55,-59,20,3,0,0
Himachal Pradesh,2020-04-03,-65,-63,-29,-54,-52,19,0,0,1
Himachal Pradesh,2020-04-04,-66,-63,-31,-54,-47,18,7,0,0
Himachal Pradesh,2020-04-05,-64,-63,-34,-50,-24,14,1,0,0
Himachal Pradesh,2020-04-06,-65,-59,-26,-52,-54,20,4,0,0
Himachal Pradesh,2020-04-07,-63,-50,-22,-41,-54,17,9,1,0
Himachal Pradesh,2020-04-08,-66,-54,-28,-46,-55,19,0,0,0
Himachal Pradesh,2020-04-09,-65,-52,-28,-44,-55,20,1,0,0
Himachal Pradesh,2020-04-10,-66,-52,-31,-46,-55,21,0,0,0
Himachal Pradesh,2020-04-11,-67,-54,-34,-47,-50,20,4,6,0
Himachal Pradesh,2020-04-12,-66,-53,-37,-43,-25,16,0,4,0
Himachal Pradesh,2020-04-13,-64,-49,-28,-44,-52,20,0,0,0
Himachal Pradesh,2020-04-14,-63,-50,-22,-42,-56,18,1,1,0
Himachal Pradesh,2020-04-15,-66,-50,-26,-43,-56,20,2,0,0
Himachal Pradesh,2020-04-16,-74,-40,-33,-37,-51,18,0,3,0
Himachal Pradesh,2020-04-17,-76,-44,-37,-42,-50,20,3,0,0
Himachal Pradesh,2020-04-18,-79,-51,-44,-47,-45,20,1,0,0
Himachal Pradesh,2020-04-19,-77,-50,-47,-41,-22,16,0,0,0
Himachal Pradesh,2020-04-20,-77,-43,-38,-42,-49,20,0,0,0
Himachal Pradesh,2020-04-21,-74,-40,-34,-37,-48,16,0,0,0
Himachal Pradesh,2020-04-22,-76,-44,-39,-40,-49,18,0,0,0
Himachal Pradesh,2020-04-23,-76,-43,-39,-40,-49,19,1,2,0
Himachal Pradesh,2020-04-24,-76,-43,-41,-42,-46,19,0,0,0
Himachal Pradesh,2020-04-25,-77,-47,-44,-44,-44,19,0,4,0
Himachal Pradesh,2020-04-26,-75,-47,-46,-40,-18,15,0,0,0
Himachal Pradesh,2020-04-27,-73,-35,-37,-37,-43,19,0,3,0
Himachal Pradesh,2020-04-28,-69,-25,-30,-26,-41,12,0,0,0
Himachal Pradesh,2020-04-29,-71,-31,-34,-29,-41,15,0,0,0
Himachal Pradesh,2020-04-30,-72,-33,-34,-31,-42,16,0,3,0
Himachal Pradesh,2020-05-01,-73,-34,-39,-34,-40,16,0,2,0
Himachal Pradesh,2020-05-02,-74,-35,-41,-35,-32,15,0,3,0
Himachal Pradesh,2020-05-03,-73,-39,-45,-35,-13,13,0,1,0
Himachal Pradesh,2020-05-04,-67,-17,-33,-24,-32,13,1,0,0
Himachal Pradesh,2020-05-05,-64,-14,-29,-19,-32,11,1,0,1
Himachal Pradesh,2020-05-06,-66,-18,-33,-21,-32,13,1,0,0
Himachal Pradesh,2020-05-07,-66,-22,-32,-26,-40,14,3,0,0
Himachal Pradesh,2020-05-08,-67,-19,-36,-24,-28,13,4,0,0
Himachal Pradesh,2020-05-09,-68,-22,-39,-27,-27,14,2,1,0
Himachal Pradesh,2020-05-10,-73,-41,-42,-36,-12,12,6,0,0
Himachal Pradesh,2020-05-11,-63,-7,-31,-19,-25,12,1,0,0
Himachal Pradesh,2020-05-12,-61,-9,-27,-16,-25,10,8,0,0
Himachal Pradesh,2020-05-13,-64,-14,-31,-20,-26,12,1,0,0
Himachal Pradesh,2020-05-14,-64,-14,-32,-21,-26,10,6,0,0
Himachal Pradesh,2020-05-15,-63,-13,-34,-20,-21,10,2,0,0
Himachal Pradesh,2020-05-16,-64,-13,-37,-21,-13,10,2,4,0
Himachal Pradesh,2020-05-17,-68,-31,-41,-29,-3,10,2,1,0
Himachal Pradesh,2020-05-18,-61,-3,-31,-16,-21,10,10,2,0
Himachal Pradesh,2020-05-19,-59,-3,-27,-13,-21,8,2,5,1
Himachal Pradesh,2020-05-20,-61,-6,-32,-14,-21,10,18,3,0
Himachal Pradesh,2020-05-21,-61,-9,-31,-17,-22,11,42,5,0
Himachal Pradesh,2020-05-22,-62,-9,-36,-19,-18,11,16,0,0
Himachal Pradesh,2020-05-23,-64,-12,-39,-21,-14,10,17,2,0
Himachal Pradesh,2020-05-24,-67,-27,-40,-27,1,8,18,2,0
Himachal Pradesh,2020-05-25,-62,-8,-31,-21,-32,12,20,4,0
Himachal Pradesh,2020-05-26,-57,2,-27,-9,-18,7,24,0,0
Himachal Pradesh,2020-05-27,-60,-5,-32,-14,-18,9,26,3,2
Himachal Pradesh,2020-05-28,-61,-10,-32,-17,-19,9,8,7,0
Himachal Pradesh,2020-05-29,-61,-7,-35,-17,-15,9,14,10,0
Himachal Pradesh,2020-05-30,-63,-13,-40,-21,-7,10,18,24,0
Himachal Pradesh,2020-05-31,-66,-27,-42,-27,5,9,18,9,0
Himachal Pradesh,2020-06-01,-56,10,-31,-7,-13,7,9,2,0
Himachal Pradesh,2020-06-02,-53,11,-27,-2,-13,5,5,18,0
Himachal Pradesh,2020-06-03,-55,5,-31,-4,-14,6,14,10,0
Himachal Pradesh,2020-06-04,-54,5,-32,-6,-14,6,24,29,0
Himachal Pradesh,2020-06-05,-55,-1,-34,-13,-19,8,10,10,0
Himachal Pradesh,2020-06-06,-55,1,-37,-11,-4,7,7,5,0
Himachal Pradesh,2020-06-07,-61,-17,-39,-20,5,6,11,28,0
Himachal Pradesh,2020-06-08,-51,13,-30,-3,-13,5,10,5,0
Himachal Pradesh,2020-06-09,-49,16,-27,-2,-12,4,16,14,0
Himachal Pradesh,2020-06-10,-52,8,-31,-4,-13,6,14,13,1
Himachal Pradesh,2020-06-11,-50,8,-30,-6,-14,6,19,26,0
Himachal Pradesh,2020-06-12,-49,11,-33,-5,-11,5,16,17,0
Himachal Pradesh,2020-06-13,-53,3,-35,-12,-14,6,16,16,0
Himachal Pradesh,2020-06-14,-59,-16,-37,-19,3,5,16,17,0
Himachal Pradesh,2020-06-15,-48,16,-29,-2,-14,5,38,16,0
Himachal Pradesh,2020-06-16,-46,16,-22,2,-13,3,4,19,0
Himachal Pradesh,2020-06-17,-50,7,-29,-3,-15,5,25,7,0
Himachal Pradesh,2020-06-18,-51,3,-29,-8,-16,6,10,5,0
Himachal Pradesh,2020-06-19,-52,4,-34,-9,-12,6,32,12,0
Himachal Pradesh,2020-06-20,-51,6,-35,-7,-2,5,29,20,0
Himachal Pradesh,2020-06-21,-65,-28,-41,-29,0,9,17,12,0
Himachal Pradesh,2020-06-22,-47,18,-29,0,-14,5,54,12,0
Himachal Pradesh,2020-06-23,-44,18,-24,2,-13,4,48,3,0
Jammu and Kashmir,2020-03-21,95,95,NA,267,101,12,0,0,0
Jammu and Kashmir,2020-03-22,17,-1,NA,130,112,15,0,0,0
Jammu and Kashmir,2020-03-23,61,58,240,174,53,15,0,0,0
Jammu and Kashmir,2020-03-24,31,25,205,123,31,18,2,0,0
Jammu and Kashmir,2020-03-25,3,-7,NA,72,12,22,5,1,0
Jammu and Kashmir,2020-03-26,7,-1,NA,76,22,23,3,0,1
Jammu and Kashmir,2020-03-27,-2,-5,NA,80,23,27,6,0,0
Jammu and Kashmir,2020-03-28,13,15,NA,102,42,22,13,0,0
Jammu and Kashmir,2020-03-29,18,8,NA,107,131,16,5,0,0
Jammu and Kashmir,2020-03-30,11,8,NA,84,34,23,11,0,0
Jammu and Kashmir,2020-03-31,6,4,NA,72,29,21,6,0,1
Jammu and Kashmir,2020-04-01,0,-5,NA,62,25,23,7,1,0
Jammu and Kashmir,2020-04-02,5,2,NA,65,23,25,8,1,0
Jammu and Kashmir,2020-04-03,27,29,NA,118,49,22,5,0,0
Jammu and Kashmir,2020-04-04,28,27,NA,119,67,20,17,0,0
Jammu and Kashmir,2020-04-05,24,13,NA,108,154,15,14,1,0
Jammu and Kashmir,2020-04-06,20,18,NA,99,42,21,3,0,0
Jammu and Kashmir,2020-04-07,4,47,NA,112,40,20,16,0,1
Jammu and Kashmir,2020-04-08,0,42,NA,102,39,21,33,2,0
Jammu and Kashmir,2020-04-09,-2,39,NA,95,34,24,26,0,1
Jammu and Kashmir,2020-04-10,4,54,NA,127,42,25,23,0,0
Jammu and Kashmir,2020-04-11,1,48,NA,122,56,22,17,0,0
Jammu and Kashmir,2020-04-12,4,48,NA,121,147,17,21,0,0
Jammu and Kashmir,2020-04-13,-6,33,NA,94,30,25,25,10,0
Jammu and Kashmir,2020-04-14,-6,33,NA,97,28,22,8,14,0
Jammu and Kashmir,2020-04-15,-6,44,NA,102,44,23,22,6,0
Jammu and Kashmir,2020-04-16,-25,68,NA,112,41,24,14,2,0
Jammu and Kashmir,2020-04-17,-24,83,NA,134,52,26,14,4,1
Jammu and Kashmir,2020-04-18,-25,82,216,139,64,23,13,9,0
Jammu and Kashmir,2020-04-19,-19,77,202,138,153,17,13,5,0
Jammu and Kashmir,2020-04-20,-22,91,179,142,59,22,14,15,0
Jammu and Kashmir,2020-04-21,-19,88,179,137,56,19,12,10,0
Jammu and Kashmir,2020-04-22,-25,73,173,120,53,20,27,11,0
Jammu and Kashmir,2020-04-23,-24,77,166,122,52,22,27,0,0
Jammu and Kashmir,2020-04-24,-15,115,227,165,67,22,20,17,0
Jammu and Kashmir,2020-04-25,-21,92,217,141,72,23,40,3,1
Jammu and Kashmir,2020-04-26,-14,94,200,144,164,17,29,25,0
Jammu and Kashmir,2020-04-27,-21,94,166,132,61,23,23,27,1
Jammu and Kashmir,2020-04-28,-20,93,168,138,57,18,19,12,1
Jammu and Kashmir,2020-04-29,-23,80,155,125,52,20,16,16,0
Jammu and Kashmir,2020-04-30,-20,91,182,139,63,21,33,24,0
Jammu and Kashmir,2020-05-01,-11,120,230,180,72,23,25,31,0
Jammu and Kashmir,2020-05-02,-13,115,229,173,90,20,27,7,0
Jammu and Kashmir,2020-05-03,-6,110,216,169,176,15,35,33,0
Jammu and Kashmir,2020-05-04,-9,123,191,176,78,21,25,16,0
Jammu and Kashmir,2020-05-05,-10,109,185,163,70,19,15,17,0
Jammu and Kashmir,2020-05-06,-41,50,68,66,14,-3,34,2,0
Jammu and Kashmir,2020-05-07,-47,25,27,25,-17,27,18,13,1
Jammu and Kashmir,2020-05-08,-34,65,61,67,13,25,30,29,0
Jammu and Kashmir,2020-05-09,-36,53,67,63,16,23,13,4,0
Jammu and Kashmir,2020-05-10,-30,58,58,66,67,16,25,15,0
Jammu and Kashmir,2020-05-11,-24,85,106,109,41,4,18,44,1
Jammu and Kashmir,2020-05-12,9,146,244,213,89,10,55,28,0
Jammu and Kashmir,2020-05-13,2,128,202,176,81,15,37,11,1
Jammu and Kashmir,2020-05-14,1,111,194,170,78,19,12,19,0
Jammu and Kashmir,2020-05-15,26,183,286,254,107,19,30,28,0
Jammu and Kashmir,2020-05-16,26,175,296,258,127,17,108,29,1
Jammu and Kashmir,2020-05-17,26,171,255,239,213,13,62,33,1
Jammu and Kashmir,2020-05-18,23,170,223,229,101,17,106,34,2
Jammu and Kashmir,2020-05-19,7,130,194,175,74,9,28,38,2
Jammu and Kashmir,2020-05-20,14,148,193,174,82,13,73,31,1
Jammu and Kashmir,2020-05-21,14,142,182,160,58,17,59,6,2
Jammu and Kashmir,2020-05-22,47,230,279,280,99,9,40,36,0
Jammu and Kashmir,2020-05-23,66,277,308,339,138,14,80,54,1
Jammu and Kashmir,2020-05-24,45,200,296,257,214,10,52,35,0
Jammu and Kashmir,2020-05-25,33,194,250,244,69,16,47,0,2
Jammu and Kashmir,2020-05-26,48,218,251,273,110,11,91,24,1
Jammu and Kashmir,2020-05-27,42,201,240,252,113,12,162,21,2
Jammu and Kashmir,2020-05-28,48,216,234,250,113,15,115,5,1
Jammu and Kashmir,2020-05-29,65,261,309,326,138,15,128,16,1
Jammu and Kashmir,2020-05-30,59,255,306,309,150,13,177,33,0
Jammu and Kashmir,2020-05-31,54,217,275,279,241,11,105,19,0
Jammu and Kashmir,2020-06-01,63,247,259,304,131,13,155,19,3
Jammu and Kashmir,2020-06-02,62,239,254,291,127,12,117,7,2
Jammu and Kashmir,2020-06-03,55,220,241,267,123,12,139,54,1
Jammu and Kashmir,2020-06-04,57,215,237,267,120,14,285,41,1
Jammu and Kashmir,2020-06-05,79,270,322,331,146,14,182,38,1
Jammu and Kashmir,2020-06-06,74,257,325,333,160,12,143,40,3
Jammu and Kashmir,2020-06-07,73,233,301,309,241,7,620,90,2
Jammu and Kashmir,2020-06-08,77,257,257,301,138,11,198,108,4
Jammu and Kashmir,2020-06-09,86,270,269,315,137,10,61,182,3
Jammu and Kashmir,2020-06-10,81,262,255,300,132,11,161,165,3
Jammu and Kashmir,2020-06-11,86,257,249,291,129,13,67,149,1
Jammu and Kashmir,2020-06-12,111,342,341,385,157,13,156,266,1
Jammu and Kashmir,2020-06-13,109,336,351,379,160,11,148,183,2
Jammu and Kashmir,2020-06-14,98,280,334,347,258,7,163,120,4
Jammu and Kashmir,2020-06-15,110,322,287,360,143,10,179,215,3
Jammu and Kashmir,2020-06-16,109,300,282,344,138,9,78,177,1
Jammu and Kashmir,2020-06-17,96,273,276,320,135,10,108,133,1
Jammu and Kashmir,2020-06-18,84,244,249,274,95,13,149,230,7
Jammu and Kashmir,2020-06-19,117,345,344,380,154,11,125,50,4
Jammu and Kashmir,2020-06-20,117,337,357,402,173,9,154,142,6
Jammu and Kashmir,2020-06-21,58,190,291,268,219,9,122,46,1
Jammu and Kashmir,2020-06-22,123,336,295,375,143,9,132,149,3
Jammu and Kashmir,2020-06-23,115,309,287,351,138,9,148,111,2
Jharkhand,2020-03-21,-15,-1,-11,-8,-3,2,0,0,0
Jharkhand,2020-03-22,-68,-73,-49,-62,-36,17,0,0,0
Jharkhand,2020-03-23,-42,-21,-22,-42,-34,12,0,0,0
Jharkhand,2020-03-24,-55,-46,-30,-58,-46,17,0,0,0
Jharkhand,2020-03-25,-65,-60,-39,-66,-51,20,0,0,0
Jharkhand,2020-03-26,-66,-62,-39,-66,-50,21,0,0,0
Jharkhand,2020-03-27,-66,-63,-38,-67,-53,22,0,0,0
Jharkhand,2020-03-28,-66,-65,-39,-67,-48,22,0,0,0
Jharkhand,2020-03-29,-66,-64,-47,-67,-31,17,0,0,0
Jharkhand,2020-03-30,-65,-62,-37,-68,-49,22,0,0,0
Jharkhand,2020-03-31,-64,-62,-37,-67,-49,21,1,0,0
Jharkhand,2020-04-01,-66,-63,-39,-67,-50,21,0,0,0
Jharkhand,2020-04-02,-67,-65,-40,-68,-51,22,1,0,0
Jharkhand,2020-04-03,-65,-63,-38,-67,-48,22,0,0,0
Jharkhand,2020-04-04,-66,-64,-39,-67,-44,21,0,0,0
Jharkhand,2020-04-05,-65,-64,-47,-66,-27,16,1,0,0
Jharkhand,2020-04-06,-66,-62,-37,-68,-51,23,1,0,0
Jharkhand,2020-04-07,-67,-51,-29,-64,-49,21,0,0,0
Jharkhand,2020-04-08,-68,-51,-32,-64,-48,21,0,0,0
Jharkhand,2020-04-09,-68,-49,-31,-64,-47,21,9,0,1
Jharkhand,2020-04-10,-69,-51,-31,-65,-51,24,1,0,0
Jharkhand,2020-04-11,-69,-54,-33,-65,-47,23,3,0,0
Jharkhand,2020-04-12,-69,-52,-41,-65,-30,18,2,0,1
Jharkhand,2020-04-13,-69,-51,-31,-65,-48,24,5,0,0
Jharkhand,2020-04-14,-68,-52,-29,-65,-51,23,3,0,0
Jharkhand,2020-04-15,-68,-49,-30,-63,-45,21,1,0,0
Jharkhand,2020-04-16,-80,-38,-45,-61,-45,21,1,0,0
Jharkhand,2020-04-17,-81,-38,-45,-61,-46,23,3,0,0
Jharkhand,2020-04-18,-82,-46,-51,-62,-43,22,1,0,0
Jharkhand,2020-04-19,-82,-46,-58,-63,-29,18,8,0,0
Jharkhand,2020-04-20,-82,-43,-48,-63,-45,23,5,4,0
Jharkhand,2020-04-21,-82,-45,-48,-63,-46,22,0,0,0
Jharkhand,2020-04-22,-81,-41,-49,-61,-43,21,0,0,0
Jharkhand,2020-04-23,-81,-42,-50,-62,-43,22,7,4,1
Jharkhand,2020-04-24,-81,-40,-49,-62,-43,23,6,0,0
Jharkhand,2020-04-25,-82,-45,-51,-62,-42,23,8,0,0
Jharkhand,2020-04-26,-82,-45,-59,-63,-27,19,15,5,0
Jharkhand,2020-04-27,-82,-45,-50,-64,-45,24,21,4,0
Jharkhand,2020-04-28,-82,-44,-48,-63,-45,22,2,2,0
Jharkhand,2020-04-29,-81,-42,-48,-61,-43,22,2,0,0
Jharkhand,2020-04-30,-81,-41,-48,-60,-41,21,3,0,0
Jharkhand,2020-05-01,-82,-42,-49,-61,-47,23,3,2,0
Jharkhand,2020-05-02,-81,-43,-50,-61,-38,22,2,1,0
Jharkhand,2020-05-03,-80,-41,-57,-60,-25,17,0,5,0
Jharkhand,2020-05-04,-80,-37,-47,-60,-41,21,0,0,0
Jharkhand,2020-05-05,-80,-38,-46,-60,-41,21,10,6,0
Jharkhand,2020-05-06,-79,-35,-47,-57,-38,19,2,4,0
Jharkhand,2020-05-07,-78,-34,-46,-57,-41,20,5,4,0
Jharkhand,2020-05-08,-78,-32,-45,-56,-37,20,22,0,0
Jharkhand,2020-05-09,-79,-37,-47,-58,-36,20,2,37,0
Jharkhand,2020-05-10,-80,-39,-56,-59,-23,16,1,0,0
Jharkhand,2020-05-11,-77,-31,-42,-57,-37,19,4,0,0
Jharkhand,2020-05-12,-78,-35,-44,-57,-38,20,11,1,0
Jharkhand,2020-05-13,-77,-31,-43,-54,-35,18,5,8,0
Jharkhand,2020-05-14,-76,-29,-43,-53,-33,17,26,0,0
Jharkhand,2020-05-15,-75,-27,-41,-52,-33,18,8,10,0
Jharkhand,2020-05-16,-76,-32,-44,-53,-30,18,6,16,0
Jharkhand,2020-05-17,-76,-31,-52,-53,-17,15,6,0,0
Jharkhand,2020-05-18,-75,-26,-40,-54,-33,18,5,14,0
Jharkhand,2020-05-19,-74,-24,-40,-51,-32,17,20,0,0
Jharkhand,2020-05-20,-76,-34,-46,-54,-34,19,42,2,0
Jharkhand,2020-05-21,-72,-18,-41,-49,-29,17,13,7,0
Jharkhand,2020-05-22,-72,-20,-40,-49,-29,17,20,0,0
Jharkhand,2020-05-23,-73,-25,-43,-49,-28,16,27,5,0
Jharkhand,2020-05-24,-72,-22,-51,-49,-13,13,20,7,1
Jharkhand,2020-05-25,-73,-25,-39,-53,-40,19,35,0,0
Jharkhand,2020-05-26,-71,-20,-39,-50,-30,15,21,5,0
Jharkhand,2020-05-27,-70,-18,-41,-48,-27,14,7,0,0
Jharkhand,2020-05-28,-69,-15,-39,-46,-24,14,6,0,0
Jharkhand,2020-05-29,-69,-13,-38,-46,-25,15,82,63,1
Jharkhand,2020-05-30,-70,-18,-42,-47,-21,14,73,40,0
Jharkhand,2020-05-31,-71,-21,-51,-49,-10,12,41,0,0
Jharkhand,2020-06-01,-68,-14,-39,-45,-25,14,26,40,0
Jharkhand,2020-06-02,-65,-5,-37,-42,-24,12,61,0,0
Jharkhand,2020-06-03,-63,-1,-37,-39,-21,11,42,1,0
Jharkhand,2020-06-04,-63,-2,-38,-39,-20,11,63,69,1
Jharkhand,2020-06-05,-60,2,-32,-39,-20,11,95,69,1
Jharkhand,2020-06-06,-61,-3,-36,-40,-17,11,106,38,0
Jharkhand,2020-06-07,-62,-3,-44,-40,-7,9,75,17,0
Jharkhand,2020-06-08,-59,4,-32,-40,-21,11,187,29,0
Jharkhand,2020-06-09,-60,0,-32,-40,-22,11,126,40,1
Jharkhand,2020-06-10,-58,4,-32,-36,-19,9,135,33,0
Jharkhand,2020-06-11,-56,4,-33,-36,-18,10,48,38,0
Jharkhand,2020-06-12,-56,5,-33,-35,-21,10,57,55,0
Jharkhand,2020-06-13,-57,0,-35,-38,-21,10,55,131,0
Jharkhand,2020-06-14,-59,-2,-44,-38,-9,8,52,89,0
Jharkhand,2020-06-15,-59,-2,-34,-41,-24,11,30,95,1
Jharkhand,2020-06-16,-57,0,-32,-40,-24,10,46,121,0
Jharkhand,2020-06-17,-55,3,-33,-37,-22,9,57,30,1
Jharkhand,2020-06-18,-55,3,-32,-37,-20,9,23,47,1
Jharkhand,2020-06-19,-53,8,-30,-36,-21,10,42,137,0
Jharkhand,2020-06-20,-54,2,-34,-37,-17,9,63,69,0
Jharkhand,2020-06-21,-60,-9,-45,-44,-10,11,74,2,0
Jharkhand,2020-06-22,-51,13,-29,-36,-23,9,42,63,0
Jharkhand,2020-06-23,-50,13,-28,-35,-26,9,53,51,0
Karnataka,2020-03-21,-31,8,-24,-20,-14,7,5,0,0
Karnataka,2020-03-22,-81,-81,-60,-66,-49,21,6,0,0
Karnataka,2020-03-23,-45,3,-28,-37,-47,17,7,1,0
Karnataka,2020-03-24,-73,-43,-49,-61,-73,28,8,1,0
Karnataka,2020-03-25,-81,-65,-56,-71,-81,35,10,0,0
Karnataka,2020-03-26,-80,-61,-55,-71,-77,34,4,0,1
Karnataka,2020-03-27,-81,-61,-56,-71,-77,35,9,2,1
Karnataka,2020-03-28,-83,-64,-59,-72,-71,30,17,0,0
Karnataka,2020-03-29,-82,-64,-60,-70,-49,22,2,0,0
Karnataka,2020-03-30,-80,-62,-56,-72,-75,35,5,1,0
Karnataka,2020-03-31,-79,-58,-55,-70,-75,33,13,2,0
Karnataka,2020-04-01,-80,-60,-55,-70,-76,33,9,1,0
Karnataka,2020-04-02,-80,-61,-55,-71,-75,34,14,2,0
Karnataka,2020-04-03,-80,-59,-54,-71,-74,34,4,0,1
Karnataka,2020-04-04,-81,-61,-57,-70,-64,28,16,0,0
Karnataka,2020-04-05,-81,-63,-58,-68,-44,21,7,1,0
Karnataka,2020-04-06,-80,-61,-53,-71,-75,34,12,8,0
Karnataka,2020-04-07,-81,-49,-50,-62,-74,31,12,5,0
Karnataka,2020-04-08,-81,-50,-51,-62,-74,32,6,3,1
Karnataka,2020-04-09,-82,-53,-52,-64,-74,34,16,2,1
Karnataka,2020-04-10,-81,-42,-50,-63,-76,34,10,4,0
Karnataka,2020-04-11,-83,-52,-55,-64,-67,29,8,5,0
Karnataka,2020-04-12,-83,-56,-56,-62,-44,22,17,15,0
Karnataka,2020-04-13,-81,-51,-52,-64,-73,35,15,6,2
Karnataka,2020-04-14,-82,-53,-51,-64,-75,33,13,11,2
Karnataka,2020-04-15,-81,-50,-52,-61,-72,33,19,9,2
Karnataka,2020-04-16,-86,-46,-70,-61,-72,34,36,2,1
Karnataka,2020-04-17,-86,-45,-70,-61,-71,34,44,6,0
Karnataka,2020-04-18,-88,-52,-75,-63,-62,28,25,16,1
Karnataka,2020-04-19,-87,-52,-75,-60,-42,21,6,7,2
Karnataka,2020-04-20,-86,-49,-71,-63,-70,34,18,1,0
Karnataka,2020-04-21,-86,-47,-71,-61,-71,32,10,17,1
Karnataka,2020-04-22,-86,-48,-72,-61,-71,33,9,2,0
Karnataka,2020-04-23,-86,-48,-72,-62,-70,34,18,14,0
Karnataka,2020-04-24,-85,-44,-72,-60,-69,33,29,7,1
Karnataka,2020-04-25,-87,-48,-74,-61,-62,29,26,6,0
Karnataka,2020-04-26,-86,-49,-75,-58,-39,21,3,24,1
Karnataka,2020-04-27,-85,-45,-71,-61,-68,33,9,11,1
Karnataka,2020-04-28,-84,-44,-71,-59,-68,31,11,14,0
Karnataka,2020-04-29,-84,-43,-71,-58,-68,32,12,9,1
Karnataka,2020-04-30,-83,-41,-70,-58,-67,32,30,13,1
Karnataka,2020-05-01,-83,-37,-71,-59,-72,33,24,22,0
Karnataka,2020-05-02,-84,-42,-74,-58,-54,26,12,20,3
Karnataka,2020-05-03,-83,-43,-74,-54,-34,19,13,22,0
Karnataka,2020-05-04,-75,-25,-69,-47,-57,26,37,28,2
Karnataka,2020-05-05,-75,-25,-70,-46,-57,25,22,10,2
Karnataka,2020-05-06,-74,-22,-70,-44,-55,25,20,23,0
Karnataka,2020-05-07,-74,-21,-69,-45,-55,26,12,12,1
Karnataka,2020-05-08,-74,-18,-69,-45,-53,25,48,10,0
Karnataka,2020-05-09,-75,-22,-72,-45,-43,21,41,10,0
Karnataka,2020-05-10,-76,-27,-73,-43,-24,16,54,36,1
Karnataka,2020-05-11,-72,-17,-69,-44,-51,25,14,4,0
Karnataka,2020-05-12,-72,-17,-69,-43,-52,24,63,7,0
Karnataka,2020-05-13,-72,-17,-69,-42,-51,23,34,18,2
Karnataka,2020-05-14,-70,-17,-68,-43,-51,23,28,9,2
Karnataka,2020-05-15,-70,-13,-68,-42,-49,23,69,20,1
Karnataka,2020-05-16,-70,-16,-71,-41,-33,18,36,16,0
Karnataka,2020-05-17,-72,-22,-72,-40,-20,14,55,13,1
Karnataka,2020-05-18,-68,-14,-68,-42,-47,23,99,21,0
Karnataka,2020-05-19,-67,-12,-69,-39,-48,22,149,13,3
Karnataka,2020-05-20,-65,-10,-68,-36,-47,21,67,13,1
Karnataka,2020-05-21,-65,-10,-68,-38,-46,22,143,15,0
Karnataka,2020-05-22,-66,-10,-68,-39,-45,22,138,26,0
Karnataka,2020-05-23,-65,-4,-70,-35,-33,15,216,11,1
Karnataka,2020-05-24,-87,-61,-75,-61,-40,21,130,46,0
Karnataka,2020-05-25,-64,-8,-67,-39,-57,22,93,51,2
Karnataka,2020-05-26,-64,-11,-68,-36,-46,19,101,59,0
Karnataka,2020-05-27,-63,-10,-67,-34,-45,19,135,17,3
Karnataka,2020-05-28,-62,-8,-67,-35,-44,20,115,53,0
Karnataka,2020-05-29,-64,-11,-68,-36,-42,20,248,60,1
Karnataka,2020-05-30,-62,-3,-69,-32,-23,13,141,103,1
Karnataka,2020-05-31,-68,-19,-71,-38,-14,13,299,221,2
Karnataka,2020-06-01,-58,0,-67,-31,-40,18,187,100,1
Karnataka,2020-06-02,-58,2,-67,-30,-41,17,388,75,0
Karnataka,2020-06-03,-57,2,-67,-28,-41,17,267,111,1
Karnataka,2020-06-04,-57,2,-67,-30,-40,18,257,106,4
Karnataka,2020-06-05,-57,2,-65,-31,-38,18,515,83,0
Karnataka,2020-06-06,-58,-6,-67,-30,-20,12,378,280,2
Karnataka,2020-06-07,-60,-6,-67,-28,-9,10,239,159,2
Karnataka,2020-06-08,-51,5,-64,-28,-37,16,308,309,3
Karnataka,2020-06-09,-52,4,-64,-27,-39,16,161,164,2
Karnataka,2020-06-10,-51,4,-64,-25,-39,15,120,257,3
Karnataka,2020-06-11,-52,-2,-63,-29,-39,17,204,114,3
Karnataka,2020-06-12,-49,9,-62,-26,-38,16,271,464,7
Karnataka,2020-06-13,-51,3,-65,-26,-26,12,308,208,3
Karnataka,2020-06-14,-55,-5,-65,-24,-8,8,176,312,5
Karnataka,2020-06-15,-48,6,-61,-26,-39,15,213,174,2
