State,Date,Retail and Recreation,Grocery and Pharmacy,Parks,Transit,Workplaces,Residential,Confirmed,Recovered,Deceased
Maharashtra,2020-06-08,-69,-18,-67,-56,-51,24,2554,1661,109
Maharashtra,2020-06-09,-70,-18,-67,-56,-51,24,2258,1664,120
Maharashtra,2020-06-10,-69,-17,-66,-54,-50,23,3254,1877,149
Maharashtra,2020-06-11,-68,-16,-65,-56,-52,24,3607,1562,152
Maharashtra,2020-06-12,-69,-15,-66,-56,-51,24,3493,1718,127
Maharashtra,2020-06-13,-71,-18,-69,-55,-45,22,3427,1550,113
Maharashtra,2020-06-14,-72,-25,-70,-52,-24,16,3390,1632,120
Maharashtra,2020-06-15,-69,-20,-66,-56,-51,23,2786,5071,178
Maharashtra,2020-06-16,-68,-17,-66,-56,-51,23,2701,1802,1409
Maharashtra,2020-06-17,-68,-16,-65,-54,-50,23,3307,1315,114
Maharashtra,2020-06-18,-70,-25,-67,-59,-52,24,3752,1672,100
Maharashtra,2020-06-19,-67,-14,-65,-55,-50,24,3827,1935,142
Maharashtra,2020-06-20,-69,-18,-68,-54,-41,20,3874,1380,91
Maharashtra,2020-06-21,-74,-35,-71,-57,-25,18,3870,1591,186
Maharashtra,2020-06-22,-65,-13,-64,-54,-50,22,3721,1962,113
Maharashtra,2020-06-23,-66,-13,-64,-54,-51,22,3214,1925,248
Manipur,2020-03-21,-29,-41,-9,-12,-28,8,0,0,0
Manipur,2020-03-22,-49,-61,-32,-39,-26,15,0,0,0
Manipur,2020-03-23,-32,-39,-11,-27,-26,8,0,0,0
Manipur,2020-03-24,-52,-57,-22,-43,-46,14,1,0,0
Manipur,2020-03-25,-57,-65,-31,-62,-52,20,0,0,0
Manipur,2020-03-26,-53,-61,-26,-57,-49,18,0,0,0
Manipur,2020-03-27,-51,-56,-25,-57,-45,17,0,0,0
Manipur,2020-03-28,-52,-62,-25,-63,-45,18,0,0,0
Manipur,2020-03-29,-49,-57,-30,-57,-23,14,0,0,0
Manipur,2020-03-30,-51,-57,-22,-59,-44,16,0,0,0
Manipur,2020-03-31,-51,-60,-22,-59,-44,15,0,0,0
Manipur,2020-04-01,-50,-56,-23,-57,-44,16,0,0,0
Manipur,2020-04-02,-53,-63,-24,-58,-46,17,1,0,0
Manipur,2020-04-03,-48,-58,-19,-53,-42,15,0,0,0
Manipur,2020-04-04,-49,-62,-21,-57,-41,16,0,0,0
Manipur,2020-04-05,-47,-59,-26,-53,-21,13,0,0,0
Manipur,2020-04-06,-55,-63,-20,-59,-44,17,0,1,0
Manipur,2020-04-07,-68,-55,-16,-50,-45,16,0,0,0
Manipur,2020-04-08,-68,-53,-18,-51,-44,16,0,0,0
Manipur,2020-04-09,-67,-51,-16,-48,-44,16,0,0,0
Manipur,2020-04-10,-67,-52,-17,-49,-46,18,0,0,0
Manipur,2020-04-11,-54,-16,-4,-27,-39,12,0,0,0
Manipur,2020-04-12,-64,-47,-21,-47,-22,14,0,0,0
Manipur,2020-04-13,-70,-57,-20,-53,-48,19,0,0,0
Manipur,2020-04-14,-67,-53,-15,-50,-44,16,0,0,0
Manipur,2020-04-15,-70,-51,-15,-45,-42,15,0,0,0
Manipur,2020-04-16,-82,-40,NA,-39,-42,12,0,0,0
Manipur,2020-04-17,-83,-43,NA,-42,-42,16,0,0,0
Manipur,2020-04-18,-85,-48,-29,-50,-43,18,0,0,0
Manipur,2020-04-19,-82,-38,-26,-40,-22,12,0,0,0
Manipur,2020-04-20,-84,-43,-24,-44,-41,16,0,1,0
Manipur,2020-04-21,-81,-33,-19,-38,-39,13,0,0,0
Manipur,2020-04-22,-82,-33,-20,-37,-37,14,0,0,0
Manipur,2020-04-23,-81,-33,-20,-35,-41,13,0,0,0
Manipur,2020-04-24,-81,-33,-24,-36,-36,15,0,0,0
Manipur,2020-04-25,-80,-32,-21,-39,-36,14,0,0,0
Manipur,2020-04-26,-82,-38,-28,-39,-19,12,0,0,0
Manipur,2020-04-27,-80,-30,-21,-37,-35,15,0,0,0
Manipur,2020-04-28,-80,-30,-20,-37,-36,13,0,0,0
Manipur,2020-04-29,-80,-28,-18,-33,-33,14,0,0,0
Manipur,2020-04-30,-81,-25,-16,-34,-34,13,0,0,0
Manipur,2020-05-01,-81,-27,-16,-28,-37,13,0,0,0
Manipur,2020-05-02,-80,-27,-18,-32,-32,13,0,0,0
Manipur,2020-05-03,-81,-31,-24,-31,-18,11,0,0,0
Manipur,2020-05-04,-76,-15,-16,-23,-26,11,0,0,0
Manipur,2020-05-05,-74,-8,-10,-18,-26,9,0,0,0
Manipur,2020-05-06,-78,-13,-12,-22,-27,10,0,0,0
Manipur,2020-05-07,-78,-22,-14,-24,-32,11,0,0,0
Manipur,2020-05-08,-77,-22,-13,-18,-26,10,0,0,0
Manipur,2020-05-09,-78,-22,-13,-20,-33,11,0,0,0
Manipur,2020-05-10,-79,-27,-21,-26,-14,9,0,0,0
Manipur,2020-05-11,-77,-19,-15,-18,-26,10,0,0,0
Manipur,2020-05-12,-75,-17,-12,-17,-28,9,0,0,0
Manipur,2020-05-13,-77,-20,-13,-19,-27,10,0,0,0
Manipur,2020-05-14,-74,-16,-12,-20,-26,9,1,0,0
Manipur,2020-05-15,-75,-15,-12,-15,-23,9,0,0,0
Manipur,2020-05-16,-75,-17,-13,-22,-24,11,4,0,0
Manipur,2020-05-17,-81,-34,-27,-35,-15,12,0,0,0
Manipur,2020-05-18,-81,-34,-21,-39,-32,14,0,0,0
Manipur,2020-05-19,-80,-29,-18,-36,-31,13,2,0,0
Manipur,2020-05-20,-80,-29,-18,-36,-31,14,16,0,0
Manipur,2020-05-21,-81,-32,-19,-42,-33,14,0,0,0
Manipur,2020-05-22,-78,-25,-17,-33,-27,13,1,0,0
Manipur,2020-05-23,-77,-26,-16,-36,-28,13,3,0,0
Manipur,2020-05-24,-79,-28,-23,-32,-13,11,3,2,0
Manipur,2020-05-25,-78,-25,-12,-31,-35,13,4,0,0
Manipur,2020-05-26,-76,-23,-11,-29,-29,11,3,0,0
Manipur,2020-05-27,-79,-29,-15,-32,-30,12,5,0,0
Manipur,2020-05-28,-76,-20,-11,-27,-27,11,11,0,0
Manipur,2020-05-29,-76,-20,-10,-26,-24,12,4,2,0
Manipur,2020-05-30,-75,-20,-11,-26,-23,11,1,0,0
Manipur,2020-05-31,-77,-26,-19,-25,-10,10,11,5,0
Manipur,2020-06-01,-75,-19,-13,-26,-24,12,12,0,0
Manipur,2020-06-02,-76,-21,-13,-26,-27,12,6,3,0
Manipur,2020-06-03,-74,-12,-7,-17,-23,10,19,24,0
Manipur,2020-06-04,-74,-14,-8,-21,-25,11,16,0,0
Manipur,2020-06-05,-72,-11,-6,8,-20,9,8,0,0
Manipur,2020-06-06,-71,-12,-8,-2,-21,10,25,14,0
Manipur,2020-06-07,-75,-21,-16,-8,-10,9,15,0,0
Manipur,2020-06-08,-71,-12,-7,7,-21,9,100,6,0
Manipur,2020-06-09,-71,-12,-7,2,-23,9,32,6,0
Manipur,2020-06-10,-71,-10,-6,2,-21,10,7,0,0
Manipur,2020-06-11,-69,-9,-4,2,-22,10,55,9,0
Manipur,2020-06-12,-70,-9,-6,7,-20,9,19,0,0
Manipur,2020-06-13,-69,-11,-3,-1,-27,10,64,0,0
Manipur,2020-06-14,-73,-20,-12,-3,-11,8,9,18,0
Manipur,2020-06-15,-68,-7,-3,6,-21,8,32,60,0
Manipur,2020-06-16,-69,-8,-1,5,-23,8,10,8,0
Manipur,2020-06-17,-70,-10,-7,5,-22,9,52,33,0
Manipur,2020-06-18,-71,-15,-6,-5,-26,9,54,7,0
Manipur,2020-06-19,-67,-9,-4,4,-20,8,75,19,0
Manipur,2020-06-20,-67,-10,-6,-2,-21,8,96,14,0
Manipur,2020-06-21,-72,-20,-13,-6,-11,7,64,18,0
Manipur,2020-06-22,-67,-9,-7,2,-21,9,57,0,0
Manipur,2020-06-23,-67,-7,-1,6,-30,8,23,8,0
Meghalaya,2020-03-21,-55,-73,-20,-42,-32,16,0,0,0
Meghalaya,2020-03-22,-54,-69,-32,-61,-20,15,0,0,0
Meghalaya,2020-03-23,-16,-16,-10,-19,-15,8,0,0,0
Meghalaya,2020-03-24,-58,-74,-19,-55,-40,18,0,0,0
Meghalaya,2020-03-25,-62,-76,-23,-63,-48,20,0,0,0
Meghalaya,2020-03-26,-58,-66,-24,-62,-45,19,0,0,0
Meghalaya,2020-03-27,-47,-58,-22,-54,-39,18,0,0,0
Meghalaya,2020-03-28,-48,-59,-23,-55,-32,18,0,0,0
Meghalaya,2020-03-29,-54,-66,-28,-63,-15,15,0,0,0
Meghalaya,2020-03-30,-59,-73,-21,-64,-42,21,0,0,0
Meghalaya,2020-03-31,-44,-55,-20,-52,-37,17,0,0,0
Meghalaya,2020-04-01,-59,-73,-22,-63,-42,20,0,0,0
Meghalaya,2020-04-02,-59,-73,-24,-64,-43,21,0,0,0
Meghalaya,2020-04-03,-45,-56,-20,-53,-36,18,0,0,0
Meghalaya,2020-04-04,-58,-72,-25,-65,-30,20,0,0,0
Meghalaya,2020-04-05,-51,-66,-27,-62,-10,15,0,0,0
Meghalaya,2020-04-06,-48,-59,-15,-54,-39,21,0,0,0
Meghalaya,2020-04-07,-61,-57,-16,-38,-38,18,0,0,0
Meghalaya,2020-04-08,-69,-67,-17,-47,-40,19,0,0,0
Meghalaya,2020-04-09,-68,-67,-19,-46,-41,19,0,0,0
Meghalaya,2020-04-10,-69,-62,-22,-50,-49,23,0,0,0
Meghalaya,2020-04-11,-62,-55,-23,-40,-32,20,0,0,0
Meghalaya,2020-04-12,-65,-61,-26,-46,-13,13,0,0,0
Meghalaya,2020-04-13,-64,-63,-18,-46,-39,20,1,0,0
Meghalaya,2020-04-14,-76,-76,-24,-57,-53,24,0,0,0
Meghalaya,2020-04-15,-78,-76,-25,-58,-52,25,6,0,1
Meghalaya,2020-04-16,-74,-46,-18,-33,-45,20,2,0,0
Meghalaya,2020-04-17,-81,-67,-24,-49,-44,23,0,0,0
Meghalaya,2020-04-18,-78,-57,-31,-42,-35,22,2,0,0
Meghalaya,2020-04-19,-81,-60,-31,-48,-17,17,0,0,0
Meghalaya,2020-04-20,-78,-55,-20,-41,-40,22,0,0,0
Meghalaya,2020-04-21,-78,-58,-25,-41,-41,20,1,0,0
Meghalaya,2020-04-22,-79,-57,-22,-40,-40,20,0,0,0
Meghalaya,2020-04-23,-77,-52,-23,-37,-41,21,0,0,0
Meghalaya,2020-04-24,-82,-65,-26,-49,-39,23,0,0,0
Meghalaya,2020-04-25,-82,-67,-28,-49,-34,23,0,0,0
Meghalaya,2020-04-26,-81,-59,-32,-46,-15,18,0,0,0
Meghalaya,2020-04-27,-76,-53,-22,-36,-36,23,0,0,0
Meghalaya,2020-04-28,-77,-54,-23,-36,-36,20,0,0,0
Meghalaya,2020-04-29,-77,-54,-22,-34,-36,20,0,0,0
Meghalaya,2020-04-30,-73,-48,-21,-32,-35,20,0,0,0
Meghalaya,2020-05-01,-81,-63,-26,-46,-36,21,0,10,0
Meghalaya,2020-05-02,-80,-64,-29,-47,-29,21,0,0,0
Meghalaya,2020-05-03,-78,-56,-32,-44,-14,16,0,0,0
Meghalaya,2020-05-04,-70,-44,-19,-27,-27,19,0,0,0
Meghalaya,2020-05-05,-72,-49,-23,-30,-27,18,0,0,0
Meghalaya,2020-05-06,-71,-46,-21,-26,-26,17,0,0,0
Meghalaya,2020-05-07,-69,-41,-20,-22,-31,17,0,0,0
Meghalaya,2020-05-08,-76,-54,-21,-32,-23,17,0,0,0
Meghalaya,2020-05-09,-77,-58,-24,-38,-26,20,1,0,0
Meghalaya,2020-05-10,-77,-54,-28,-39,-11,15,0,0,0
Meghalaya,2020-05-11,-75,-54,-16,-32,-26,19,0,0,0
Meghalaya,2020-05-12,-66,-34,-19,-14,-22,16,0,0,0
Meghalaya,2020-05-13,-70,-40,-17,-21,-22,15,0,1,0
Meghalaya,2020-05-14,-70,-41,-17,-22,-22,13,0,0,0
Meghalaya,2020-05-15,-70,-39,-18,-22,-16,14,0,0,0
Meghalaya,2020-05-16,-69,-42,-19,-24,-14,16,0,0,0
Meghalaya,2020-05-17,-76,-53,-26,-35,-9,14,0,0,0
Meghalaya,2020-05-18,-75,-55,-15,-31,-21,18,0,1,0
Meghalaya,2020-05-19,-74,-53,-20,-27,-22,16,0,0,0
Meghalaya,2020-05-20,-69,-37,-19,-19,-20,16,1,0,0
Meghalaya,2020-05-21,-77,-57,-24,-37,-31,19,0,0,0
Meghalaya,2020-05-22,-70,-42,-19,-25,-16,15,0,0,0
Meghalaya,2020-05-23,-68,-39,-20,-22,-16,15,0,0,0
Meghalaya,2020-05-24,-76,-52,-26,-35,-8,14,0,0,0
Meghalaya,2020-05-25,-77,-60,-12,-38,-41,20,1,0,0
Meghalaya,2020-05-26,-75,-55,-18,-29,-23,13,5,0,0
Meghalaya,2020-05-27,-70,-38,-13,-20,-19,12,0,0,0
Meghalaya,2020-05-28,-69,-38,-16,-19,-18,13,1,0,0
Meghalaya,2020-05-29,-67,-38,-18,-17,-13,14,6,0,0
Meghalaya,2020-05-30,-66,-37,-18,-16,-10,14,0,0,0
Meghalaya,2020-05-31,-76,-51,-24,-31,-6,13,0,0,0
Meghalaya,2020-06-01,-73,-53,-12,-27,-17,16,1,0,0
Meghalaya,2020-06-02,-70,-48,-14,-20,-16,13,2,0,0
Meghalaya,2020-06-03,-63,-31,-12,-9,-14,12,3,1,0
Meghalaya,2020-06-04,-64,-32,-14,-9,-14,12,0,0,0
Meghalaya,2020-06-05,-62,-31,-16,-12,-9,11,0,0,0
Meghalaya,2020-06-06,-63,-34,-17,-16,-9,12,0,0,0
Meghalaya,2020-06-07,-71,-47,-23,-25,-1,11,3,0,0
Meghalaya,2020-06-08,-62,-33,-9,-16,-12,13,3,0,0
Meghalaya,2020-06-09,-60,-32,-14,-11,-11,11,4,0,0
Meghalaya,2020-06-10,-60,-27,-13,-8,-11,10,1,0,0
Meghalaya,2020-06-11,-61,-29,-16,-14,-13,12,0,5,0
Meghalaya,2020-06-12,-60,-29,-16,-14,-8,12,0,4,0
Meghalaya,2020-06-13,-60,-32,-18,-16,-11,14,0,1,0
Meghalaya,2020-06-14,-67,-41,-20,-22,-2,11,0,3,0
Meghalaya,2020-06-15,-59,-33,-10,-13,-11,12,0,0,0
Meghalaya,2020-06-16,-60,-29,-11,-9,-11,11,0,2,0
Meghalaya,2020-06-17,-63,-33,-16,-13,-13,12,-1,3,0
Meghalaya,2020-06-18,-63,-38,-18,-16,-15,12,0,1,0
Meghalaya,2020-06-19,-58,-33,-16,-12,-8,12,0,0,0
Meghalaya,2020-06-20,-56,-33,-16,-10,-7,11,0,0,0
Meghalaya,2020-06-21,-67,-50,-20,-21,-5,11,0,5,0
Meghalaya,2020-06-22,-55,-33,-10,-10,-20,13,2,0,0
Meghalaya,2020-06-23,-55,-31,-13,-4,-12,11,1,4,0
Mizoram,2020-03-21,-16,-1,-1,-5,-2,0,0,0,0
Mizoram,2020-03-22,-47,-41,-29,-53,-26,10,0,0,0
Mizoram,2020-03-23,-65,-65,-23,-55,-53,15,0,0,0
Mizoram,2020-03-24,-69,-68,-32,-63,-57,17,0,0,0
Mizoram,2020-03-25,-66,-61,-28,-64,-59,16,1,0,0
Mizoram,2020-03-26,-71,-70,-32,-69,-62,19,0,0,0
Mizoram,2020-03-27,-70,-70,-33,-67,-59,19,0,0,0
Mizoram,2020-03-28,-68,-72,-29,-66,-42,16,0,0,0
Mizoram,2020-03-29,-49,-45,-30,-58,-25,12,0,0,0
Mizoram,2020-03-30,-66,-68,-25,-64,-58,16,0,0,0
Mizoram,2020-03-31,-66,-66,-28,-61,-57,16,0,0,0
Mizoram,2020-04-01,-67,-68,-28,-65,-59,16,0,0,0
Mizoram,2020-04-02,-65,-66,-24,-64,-57,16,0,0,0
Mizoram,2020-04-03,-65,-64,-28,-62,-54,16,0,0,0
Mizoram,2020-04-04,-62,-62,-19,-55,-33,11,0,0,0
Mizoram,2020-04-05,-48,-39,-30,-57,-20,10,0,0,0
Mizoram,2020-04-06,-67,-65,-14,-59,-58,16,0,0,0
Mizoram,2020-04-07,-76,-51,-10,-49,-54,14,0,0,0
Mizoram,2020-04-08,-77,-53,-8,-49,-56,15,0,0,0
Mizoram,2020-04-09,-75,-50,-5,-47,-55,15,0,0,0
Mizoram,2020-04-10,-81,-61,-11,-55,-63,20,0,0,0
Mizoram,2020-04-11,-73,-44,NA,-38,-36,14,0,0,0
Mizoram,2020-04-12,-65,-22,-8,-43,-22,10,0,0,0
Mizoram,2020-04-13,-74,-51,NA,-46,-52,15,0,0,0
Mizoram,2020-04-14,-76,-49,-4,-44,-57,14,0,0,0
Mizoram,2020-04-15,-73,-46,0,-40,-50,12,0,0,0
Mizoram,2020-04-16,-86,-38,-9,-39,-51,11,0,0,0
Mizoram,2020-04-17,-86,-40,-16,-39,-50,12,0,0,0
Mizoram,2020-04-18,-84,-39,-21,-28,-31,8,0,0,0
Mizoram,2020-04-19,-79,-4,-17,-30,-20,6,0,0,0
Mizoram,2020-04-20,-85,-37,-18,-36,-44,10,0,0,0
Mizoram,2020-04-21,-86,-33,-18,-32,-44,9,0,0,0
Mizoram,2020-04-22,-86,-37,-19,-39,-43,11,0,0,0
Mizoram,2020-04-23,-87,-38,-19,-43,-45,13,0,0,0
Mizoram,2020-04-24,-86,-34,-19,-35,-41,12,0,0,0
Mizoram,2020-04-25,-85,-38,-19,-26,-28,9,0,0,0
Mizoram,2020-04-26,-82,-9,-22,-38,-21,9,0,0,0
Mizoram,2020-04-27,-85,-33,-17,-35,-41,12,0,0,0
Mizoram,2020-04-28,-86,-32,-19,-31,-41,12,0,0,0
Mizoram,2020-04-29,-84,-32,-16,-33,-41,11,0,0,0
Mizoram,2020-04-30,-83,-32,-14,-37,-40,11,0,0,0
Mizoram,2020-05-01,-81,-26,-14,-28,-37,11,0,0,0
Mizoram,2020-05-02,-82,-34,-19,-24,-24,10,0,0,0
Mizoram,2020-05-03,-76,-2,-20,-35,-19,8,0,0,0
Mizoram,2020-05-04,-80,-21,-16,-25,-33,9,0,0,0
Mizoram,2020-05-05,-79,-20,-18,-18,-33,9,0,1,0
Mizoram,2020-05-06,-78,-21,-17,-16,-34,9,0,0,0
Mizoram,2020-05-07,-78,-23,-12,-15,-47,10,0,0,0
Mizoram,2020-05-08,-77,-11,-13,-9,-29,8,0,0,0
Mizoram,2020-05-09,-77,-20,-12,2,-17,7,0,0,0
Mizoram,2020-05-10,-78,-4,-11,-38,-18,7,0,0,0
Mizoram,2020-05-11,-77,-17,-12,-9,-30,7,0,0,0
Mizoram,2020-05-12,-76,-13,-13,-7,-30,6,0,0,0
Mizoram,2020-05-13,-77,-13,-15,-9,-30,7,0,0,0
Mizoram,2020-05-14,-75,-10,-14,-2,-30,5,0,0,0
Mizoram,2020-05-15,-75,-3,-11,6,-26,6,0,0,0
Mizoram,2020-05-16,-74,-11,-14,15,-13,5,0,0,0
Mizoram,2020-05-17,-76,0,-17,-31,-17,7,0,0,0
Mizoram,2020-05-18,-76,-10,-11,3,-26,5,0,0,0
Mizoram,2020-05-19,-77,-17,-20,-4,-27,7,0,0,0
Mizoram,2020-05-20,-75,-15,-21,-8,-27,8,0,0,0
Mizoram,2020-05-21,-75,-19,-19,-13,-28,9,0,0,0
Mizoram,2020-05-22,-73,-10,-19,-9,-24,8,0,0,0
Mizoram,2020-05-23,-72,-13,-18,13,-11,6,0,0,0
Mizoram,2020-05-24,-76,-8,-15,-26,-14,8,0,0,0
Mizoram,2020-05-25,-74,-14,-11,0,-43,9,0,0,0
Mizoram,2020-05-26,-74,-11,-17,3,-25,6,0,0,0
Mizoram,2020-05-27,-80,-32,-24,-28,-35,7,0,0,0
Mizoram,2020-05-28,-73,-13,-12,-4,-26,2,0,0,0
Mizoram,2020-05-29,-74,-13,-17,4,-25,8,0,0,0
Mizoram,2020-05-30,-70,-11,-15,17,-9,6,0,0,0
Mizoram,2020-05-31,-76,-6,-18,-21,-16,9,0,0,0
Mizoram,2020-06-01,-71,1,-9,8,-22,6,0,0,0
Mizoram,2020-06-02,-77,-16,-14,-4,-27,7,12,0,0
Mizoram,2020-06-03,-79,-24,-13,-6,-29,9,1,0,0
Mizoram,2020-06-04,-74,-18,-16,-5,-26,9,3,0,0
Mizoram,2020-06-05,-71,-2,-14,-2,-21,7,7,0,0
Mizoram,2020-06-06,-72,-10,-16,11,-6,5,0,0,0
Mizoram,2020-06-07,-75,-3,-15,-29,-14,9,10,0,0
Mizoram,2020-06-08,-66,16,-12,20,-23,4,8,0,0
Mizoram,2020-06-09,-87,-54,-22,-55,-44,14,46,0,0
Mizoram,2020-06-10,-86,-50,-23,-46,-43,14,5,0,0
Mizoram,2020-06-11,-84,-46,-24,-48,-43,14,9,0,0
Mizoram,2020-06-12,-83,-41,-21,-41,-37,14,2,0,0
Mizoram,2020-06-13,-83,-46,-24,-41,-28,12,6,0,0
Mizoram,2020-06-14,-77,-17,-21,-48,-19,11,2,0,0
Mizoram,2020-06-15,-85,-48,-19,-52,-55,15,5,0,0
Mizoram,2020-06-16,-83,-38,-21,-40,-38,11,4,0,0
Mizoram,2020-06-17,-82,-43,-27,-41,-40,13,0,0,0
Mizoram,2020-06-18,-80,-40,-19,-41,-38,13,9,0,0
Mizoram,2020-06-19,-78,-30,-17,-32,-33,12,0,8,0
Mizoram,2020-06-20,-77,-34,-18,-27,-20,10,10,0,0
Mizoram,2020-06-21,-72,-7,-18,-44,-15,10,1,0,0
Mizoram,2020-06-22,-76,-27,-17,-32,-33,11,1,3,0
Mizoram,2020-06-23,-74,-24,-18,-23,-30,10,0,7,0
Nagaland,2020-03-21,-4,-10,13,-9,8,2,0,0,0
Nagaland,2020-03-22,-38,-53,-17,-42,-7,9,0,0,0
Nagaland,2020-03-23,-35,-41,-6,-39,-27,8,0,0,0
Nagaland,2020-03-24,-50,-65,-18,-54,-36,12,0,0,0
Nagaland,2020-03-25,-58,-73,-26,-62,-36,16,0,0,0
Nagaland,2020-03-26,-56,-71,-28,-60,-44,17,0,0,0
Nagaland,2020-03-27,-57,-68,-28,-63,-39,17,0,0,0
Nagaland,2020-03-28,-58,-71,-28,-64,-31,18,0,0,0
Nagaland,2020-03-29,-42,-60,-24,-59,-10,11,0,0,0
Nagaland,2020-03-30,-54,-65,-25,-62,-38,16,0,0,0
Nagaland,2020-03-31,-57,-72,-26,-64,-39,16,0,0,0
Nagaland,2020-04-01,-62,-79,-30,-65,-39,18,0,0,0
Nagaland,2020-04-02,-61,-79,-34,-66,-44,18,0,0,0
Nagaland,2020-04-03,-60,-76,-30,-63,-37,16,0,0,0
Nagaland,2020-04-04,-60,-77,-31,-63,-26,16,0,0,0
Nagaland,2020-04-05,-44,-58,-27,-59,-6,12,0,0,0
Nagaland,2020-04-06,-53,-61,-23,-62,-36,15,0,0,0
Nagaland,2020-04-07,-67,-62,-31,-61,-39,15,0,0,0
Nagaland,2020-04-08,-68,-62,-35,-60,-33,16,0,0,0
Nagaland,2020-04-09,-71,-67,-44,-64,-43,18,0,0,0
Nagaland,2020-04-10,-74,-67,-41,-66,-42,20,0,0,0
Nagaland,2020-04-11,-69,-66,-39,-61,-27,18,0,0,0
Nagaland,2020-04-12,-64,-43,-40,-62,-10,14,0,0,0
Nagaland,2020-04-13,-72,-67,-42,-68,-40,18,0,0,0
Nagaland,2020-04-14,-74,-72,-43,-69,-44,20,0,0,0
Nagaland,2020-04-15,-74,-69,-46,-69,-37,18,0,0,0
Nagaland,2020-04-16,-80,-54,-63,-61,-42,13,0,0,0
Nagaland,2020-04-17,-82,-58,-65,-64,-38,18,0,0,0
Nagaland,2020-04-18,-83,-66,-67,-68,-31,19,0,0,0
Nagaland,2020-04-19,-77,-32,-65,-63,-11,14,0,0,0
Nagaland,2020-04-20,-80,-55,-66,-68,-39,18,0,0,0
Nagaland,2020-04-21,-82,-59,-67,-67,-42,17,0,0,0
Nagaland,2020-04-22,-81,-58,-65,-65,-35,16,0,0,0
Nagaland,2020-04-23,-82,-59,-64,-64,-42,17,0,0,0
Nagaland,2020-04-24,-80,-54,-67,-66,-36,19,0,0,0
Nagaland,2020-04-25,-82,-63,-65,-65,-28,19,0,0,0
Nagaland,2020-04-26,-78,-29,-64,-63,-9,14,0,0,0
Nagaland,2020-04-27,-78,-52,-65,-65,-35,17,0,0,0
Nagaland,2020-04-28,-78,-52,-62,-60,-36,16,0,0,0
Nagaland,2020-04-29,-77,-49,-65,-60,-27,16,0,0,0
Nagaland,2020-04-30,-78,-52,-61,-61,-36,16,0,0,0
Nagaland,2020-05-01,-76,-45,-62,-62,-29,15,0,0,0
Nagaland,2020-05-02,-78,-56,-63,-61,-20,16,0,0,0
Nagaland,2020-05-03,-75,-27,-59,-62,-8,12,0,0,0
Nagaland,2020-05-04,-73,-40,-61,-58,-27,13,0,0,0
Nagaland,2020-05-05,-74,-44,-62,-57,-29,14,0,0,0
Nagaland,2020-05-06,-67,-31,-60,-49,-19,12,0,0,0
Nagaland,2020-05-07,-69,-35,-58,-46,-30,12,0,0,0
Nagaland,2020-05-08,-63,-22,-56,-41,-20,10,0,0,0
Nagaland,2020-05-09,-62,-28,-58,-34,-12,9,0,0,0
Nagaland,2020-05-10,-70,-16,-57,-56,-5,8,0,0,0
Nagaland,2020-05-11,-71,-38,-60,-55,-24,10,0,0,0
Nagaland,2020-05-12,-73,-41,-60,-50,-27,11,0,0,0
Nagaland,2020-05-13,-67,-32,-60,-49,-16,9,0,0,0
Nagaland,2020-05-14,-71,-37,-63,-50,-28,11,0,0,0
Nagaland,2020-05-15,-66,-27,-59,-49,-18,10,0,0,0
Nagaland,2020-05-16,-68,-38,-61,-47,-8,11,0,0,0
Nagaland,2020-05-17,-68,-14,-59,-57,-2,9,0,0,0
Nagaland,2020-05-18,-68,-36,-62,-54,-21,10,0,0,0
Nagaland,2020-05-19,-72,-42,-60,-52,-24,11,0,0,0
Nagaland,2020-05-20,-68,-37,-61,-53,-16,11,0,0,0
Nagaland,2020-05-21,-71,-42,-62,-53,-26,11,0,0,0
Nagaland,2020-05-22,-74,-48,-63,-55,-24,14,0,0,0
Nagaland,2020-05-23,-70,-43,-62,-50,-10,12,0,0,0
Nagaland,2020-05-24,-71,-21,-59,-58,-1,9,0,0,0
Nagaland,2020-05-25,-73,-46,-62,-58,-29,13,3,0,0
Nagaland,2020-05-26,-74,-52,-65,-59,-27,13,1,0,0
Nagaland,2020-05-27,-70,-43,-62,-57,-15,9,5,0,0
Nagaland,2020-05-28,-72,-45,-64,-53,-25,12,9,0,0
Nagaland,2020-05-29,-69,-37,-61,-54,-17,12,7,0,0
Nagaland,2020-05-30,-69,-42,-62,-52,-4,11,11,0,0
Nagaland,2020-05-31,-72,-27,-62,-57,0,10,7,0,0
Nagaland,2020-06-01,-69,-38,-62,-51,-17,11,0,0,0
Nagaland,2020-06-02,-72,-45,-63,-53,-21,12,6,0,0
Nagaland,2020-06-03,-68,-38,-61,-51,-11,11,9,0,0
Nagaland,2020-06-04,-70,-43,-60,-49,-22,12,22,0,0
Nagaland,2020-06-05,-76,-59,-64,-54,-29,16,27,0,0
Nagaland,2020-06-06,-68,-46,-62,-50,-5,13,0,8,0
Nagaland,2020-06-07,-69,-22,-58,-53,4,9,9,0,0
Nagaland,2020-06-08,-78,-61,-66,-63,-30,15,6,0,0
Nagaland,2020-06-09,-68,-38,-61,-43,-20,11,5,2,0
Nagaland,2020-06-10,-66,-36,-61,-47,-13,10,1,12,0
Nagaland,2020-06-11,-68,-40,-63,-40,-23,12,2,7,0
Nagaland,2020-06-12,-65,-33,-61,-42,-15,11,26,28,0
Nagaland,2020-06-13,-68,-48,-62,-42,-10,12,7,27,0
